NPEF00088;Disney's Atlantis : The Lost Empire;PS1;EU
NPEF00093;Disney Pixar Toy Story 2;PS1;EU
NPEF00093;Disney Pixar Toy Story 2 : Buzz Lightyear to the Rescue;PS1;EU
NPEF00093;Toy Story 2: Buzz Lightyear to the Rescue;PS1;EU
NPEF00094;Disney Pixar Toy Story Racer;PS1;EU
NPEF00097;Oddworld: Abe's Exoddus;PS1;EU
NPEF00097;Oddworld - Abes Exodus;PS1;EU
NPEF00098;Oddworld: Abe's Oddysee;PS1;EU
NPEF00098;Oddworld - Abes Odyssey;PS1;EU
NPEF00108;Rayman 2 The Great Escape (eng);PS1;EU
NPEF00108;Rayman 2 The Great Escape (ger);PS1;EU
NPEF00109;TEKKEN 2;PS1;EU
NPEF00109;TEKKEN 2;PS1;EU
NPEF00110;Blood Omen: Legacy of Kain;PS1;EU
NPEF00110;Blood Omen: Legacy of Kain;PS1;EU
NPEF00112;Fear Effect 2: Retro Helix;PS1;EU
NPEF00113;Fighting Force;PS1;EU
NPEF00114;Fighting Force 2;PS1;EU
NPEF00114;Fighting Force 2;PS1;EU
NPEF00115;Legacy of Kain: Soul Reaver;PS1;EU
NPEF00115;Legacy of Kain: Soul Reaver;PS1;EU
NPEF00115;Legacy of Kain: Soul Reaver;PS1;EU
NPEF00115;Legacy of Kain: Soul Reaver;PS1;EU
NPEF00117;GEX;PS1;EU
NPEF00118;Gex: Deep Cover Gecko;PS1;EU
NPEF00119;GEX 3D: Enter the Gecko;PS1;EU
NPEF00120;Tomb Raider - The Last Revelation;PS1;EU
NPEF00120;Tomb Raider The Last Revelation;PS1;EU
NPEF00121;Tomb Raider Chronicles;PS1;EU
NPEF00121;Tomb Raider Chronicles;PS1;EU
NPEF00121;Tomb Raider - Chronicles;PS1;EU
NPEF00122;Tomb Raider III;PS1;EU
NPEF00122;Tomb Raider III: Adventures of Lara Croft;PS1;EU
NPEF00123;Urban Chaos;PS1;EU
NPEF00124;Grandia;PS1;EU
NPEF00134;Tekken;PS1;EU
NPEF00135;Ridge Racer Type 4;PS1;EU
NPEF00135;Ridge Racer TYPE 4;PS1;EU
NPEF00137;ATV Racers;PS1;EU
NPEF00139;Gubble;PS1;EU
NPEF00143;Sports Superbikes 2;PS1;EU
NPEF00148;40 Winks;PS1;EU
NPEF00150;Parasite Eve II (eng);PS1;EU
NPEF00150;Parasite Eve II (ger);PS1;EU
NPEF00150;Parasite Eve II - Italian;PS1;EU
NPEF00152;Final Fantasy V;PS1;EU
